boardId,collection,docId,docNumber,lineIdx,urlPath,title,vendor,libraryProductId,houzzId,hostClass,ivyUrl,bucket,confidence,matchMethod,proposedUrl,proposedHouzzId,skipReason,note
,products,FfxgvtfrpOuaQIGvrhy3,,,imageUrl,Clarkson Double Sconce in White,Visual Comfort,FfxgvtfrpOuaQIGvrhy3,33493982,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/1020593/WM_ARN2003WHTL.jpg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895388&Signature=GlKLnYdHI%2BqucubZditDKgzTZXs%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33493982%2F1.jpg?alt=media&token=3abea12d-1d25-42df-8914-b8c6c1edfa32,33493982,,Library link ok but library imageUrl still Ivy — use manifest
,products,FgDLgspdX3mnjIlDYspO,,,imageUrl,Luxe Leather Pillow Cover - Set of 2,Quince,FgDLgspdX3mnjIlDYspO,33490593,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/22967560/cgb4f_U_DCP_76_COCO_177104.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895384&Signature=yVIC%2FT%2BsvQhXpEyLmSVTysmbyew%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33490593%2F1.jpeg?alt=media&token=4ac69352-357d-45e9-a407-f067ed26f460,33490593,,Library link ok but library imageUrl still Ivy — use manifest
,products,Fgyw7bMSTxKM6kFKn8w5,,,imageUrl,Dream Weavers Set of 3 Decorative Hand-Crafted Natural Rattan Oversized Trays,Twos Company,Fgyw7bMSTxKM6kFKn8w5,33493385,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/15590294/545rz_52975.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895388&Signature=Fw3kX%2BCG8VyS4E3OXkLE1GEsCmA%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33493385%2F1.jpeg?alt=media&token=e7552c32-cfe1-484d-988a-2fbba402b5a7,33493385,,Library link ok but library imageUrl still Ivy — use manifest
,products,FhVREECNfXYI3Ci1A3CB,,,imageUrl,Let the Sea,Coastal Style,FhVREECNfXYI3Ci1A3CB,33497667,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/17723536/Pillow_1_Let_the_sea_set_you_free.jpg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895391&Signature=IdTQvQXP%2BbLVXbXx9Ejp512zhEY%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33497667%2F1.jpg?alt=media&token=5e216bae-2564-4e87-9328-80e9368d672d,33497667,,Library link ok but library imageUrl still Ivy — use manifest
,products,FhfyldObsHaX91ujhOXT,,,imageUrl,CROMER PAISLEY,KRAVET,FhfyldObsHaX91ujhOXT,52941523,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/29200223/v3pxh_BP10796_4.png?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895394&Signature=I9Xq6yRWk2n7cqpN%2Be7%2FXpk2P98%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F52941523%2F1.png?alt=media&token=701dfa62-391d-4988-95f0-836b939195da,52941523,,Library link ok but library imageUrl still Ivy — use manifest
,products,FiISGmrUjIF0f0cgnhVj,,,imageUrl,Milk Glass Bath Sconce,Elu,FiISGmrUjIF0f0cgnhVj,54556109,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/31267467/Bathroom_Sconce_.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895395&Signature=A3s5MKZhs3KkVG896gOWuzN1Tlg%3D,elu-houzz-review,manual,elu-ivy-to-houzz-products,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F54556109%2F1.jpeg?alt=media&token=95c9370b-6366-46c4-abf7-8e7316712784,54556109,elu-houzz-products-review,ELU + houzzId manifest match — verify not blurry before apply
,products,FiSDBRhWSqlumAcoIUcw,,,imageUrl,Saratoga Small Pendant,Hubbardton Forge,FiSDBRhWSqlumAcoIUcw,33493151,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/17706948/r178c_104070_SKT_27_LK_SJ2208_3.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895387&Signature=4iMVo5VcUOGt1uhhco5HIMOZplA%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33493151%2F1.jpeg?alt=media&token=a7e2c9bb-c271-4481-982d-93af1fcac95b,33493151,,Library link ok but library imageUrl still Ivy — use manifest
,products,FjZNoPqEOspwRLfV2pTZ,,,imageUrl,Riveria Chandelier,Laura Lee Designs,FjZNoPqEOspwRLfV2pTZ,33500029,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/267142/riveriachandelier-large.jpg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895393&Signature=uVdc%2BmXHgYUdv%2Bdc1FXJNogLttg%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33500029%2F1.jpg?alt=media&token=aa065531-239f-4ec4-8a5e-a9a9b88869ef,33500029,,Library link ok but library imageUrl still Ivy — use manifest
,products,Fk8GfOJB59qALHoEvxtq,,,imageUrl,SOHO,JF Fabrics - Egg & Dart,Fk8GfOJB59qALHoEvxtq,33492014,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/20838218/d4u5j_SOHO_94J9041_01_650x650.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895386&Signature=vdlGPySGBI79IAq9r6FpEi81oW4%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33492014%2F1.jpeg?alt=media&token=34546393-e921-44e8-a458-d221a7e4fc90,33492014,,Library link ok but library imageUrl still Ivy — use manifest
,products,FkEizZy1W3B4StGyOUT0,,,imageUrl,Arc 4-Light Semi-Flush,Hubbardton Forge,FkEizZy1W3B4StGyOUT0,33493531,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/17896295/554au_kv4a5nPOeDxo4G7kD76z4jyYRBOwJa.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895388&Signature=sw0WP%2FtWPTyiiZF5c6Hbjbz%2FJH8%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33493531%2F1.jpeg?alt=media&token=88f71f9d-5230-42a1-a6d0-66ed5ef81574,33493531,,Library link ok but library imageUrl still Ivy — use manifest
,products,FlGJjBlpHPJwBJRasabV,,,imageUrl,Caelie Faux Fur Pillow,Safavieh,FlGJjBlpHPJwBJRasabV,33491362,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/22513811/h5xo9_pls7021a_2020_front.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895385&Signature=5MtVgwHTcuC8Y25AcP7wQ8YP7yg%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33491362%2F1.jpeg?alt=media&token=96b73f56-807c-4ed0-a83b-9d2e40b96d25,33491362,,Library link ok but library imageUrl still Ivy — use manifest
,products,FltGsheGqlhPXF2l1ZPm,,,imageUrl,Organic Mattress Pad,Saatva,FltGsheGqlhPXF2l1ZPm,,ivy,https://ivy-uploads.s3-us-west-2.amazonaws.com/2426/image/160503225/kiimr_d_pad_c3_2x.jpeg?X-Amz-Expires=101174&amp;X-Amz-Date=20260224T000000Z&amp;X-Amz-Algorithm=AWS4-HMAC-SHA256&amp;X-Amz-Credential=AKIARBESUJ5WRYNZ4NM3/20260224/us-west-2/s3/aws4_request&amp;X-Amz-SignedHeaders=host&amp;X-Amz-Signature=a80a3c245ed3c0b837d9bd90272e2bfe64c251b33f6a1643acf4f30e1e156f39,crosswalk,low,filename-fuzzy,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33497196%2F1.jpeg?alt=media&token=bfda7061-bfb8-4448-9d17-e6e5709c57d0,160503225,,Fuzzy filename — manual verify
,products,FmJFQWcCojqTGmL2DiXL,,,imageUrl,Hayward 3 Drawer Dresser Small,Bramble,FmJFQWcCojqTGmL2DiXL,33495218,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/18017491/rbu2e_26494deb_5.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895389&Signature=V%2FU3n97qdt7W7X7z4iUK2Nx8Nvs%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33495218%2F1.jpeg?alt=media&token=bcdb9cb2-da22-41be-8595-f0dfbd2e73d4,33495218,,Library link ok but library imageUrl still Ivy — use manifest
,products,FoRGclEl1K55gD7Rtjdj,,,imageUrl,Lilys,Saatchi,FoRGclEl1K55gD7Rtjdj,33497272,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/18189496/2_1_.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895391&Signature=FsL4Ycdkt9TDeWtavXEowVIH2JM%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33497272%2F1.jpeg?alt=media&token=051a4fc0-eac9-46db-b6c8-cbd052f0e657,33497272,,Library link ok but library imageUrl still Ivy — use manifest
,products,Fp1sjFQOwxFB99CxGVBq,,,imageUrl,NICOLE LAMP,Arteriors,Fp1sjFQOwxFB99CxGVBq,33494124,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/14304538/j86gq_49762_395.d1.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895388&Signature=2U39AX2m2%2BSeoWoVUYVi442T9pQ%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33494124%2F1.jpeg?alt=media&token=ad76420b-dca8-41d8-b25a-f522fdc296a5,33494124,,Library link ok but library imageUrl still Ivy — use manifest
,products,FrSv3ruIqnOswSzdE4Do,,,imageUrl,PACHETEAU TWEED DOVE,Folia - Ralph Lauren,FrSv3ruIqnOswSzdE4Do,52906254,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/29156215/ec7qk_146856.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895394&Signature=sPdJWME56rz80Kup9n6NKDdmBZ0%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F52906254%2F1.jpeg?alt=media&token=119387e8-d53e-4f46-ba6b-6b9ff7d85c7a,52906254,,Library link ok but library imageUrl still Ivy — use manifest
,products,FrjedUTuVwGYOd5GVxlr,,,imageUrl,C2 - 8 Arm Juliet Chandelier,Laura Lee Designs,FrjedUTuVwGYOd5GVxlr,33493735,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/267090/C2%2BJuliet.jpg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895388&Signature=nRlKqiAYaoWHoxSo8wlzlvfJU%2Bk%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33493735%2F1.jpg?alt=media&token=9954f28c-e34f-4162-9bdc-a2a49ba73e0b,33493735,,Library link ok but library imageUrl still Ivy — use manifest
,products,FsTANKPByrnMnRnXGHRU,,,imageUrl,BRIGID STONE WITH INSERT,Eastern Accents,FsTANKPByrnMnRnXGHRU,33491140,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/22572156/swhb7_atr_10_1b.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895385&Signature=x%2BwWC2AxIdWPSm3CJVHeGF2N1jY%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33491140%2F1.jpeg?alt=media&token=7f6fedc6-31f9-4a44-bbcd-9e6c144beaa1,33491140,,Library link ok but library imageUrl still Ivy — use manifest
,products,FszdtT9fixjmwYGeRp80,,,imageUrl,ATLAS WALL,Zimmer & Rhodes,FszdtT9fixjmwYGeRp80,33492807,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/5222898/40ccg_2750045892.jpg.430x240_q85_crop.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895387&Signature=YonOEU7Ysc0OYNCEKvlswlnh4U0%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33492807%2F1.jpeg?alt=media&token=bfb21120-c143-43a7-a1fd-17f67abb4211,33492807,,Library link ok but library imageUrl still Ivy — use manifest
,products,FtKpRojP8Yia6spXzBWO,,,imageUrl,Leona Sheer - Copper,Romo,FtKpRojP8Yia6spXzBWO,33495907,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/9181954/r3ham_V3353_01_isabel_copper_02.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895390&Signature=n4CHbmdFA60F3Rxg4YARODthVro%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33495907%2F1.jpeg?alt=media&token=ed581590-04a4-4c56-afc1-94dfcacd8600,33495907,,Library link ok but library imageUrl still Ivy — use manifest
,products,Fu4cBHjQnn8RTi0btqLW,,,imageUrl,SAGA,Jaipur Living,Fu4cBHjQnn8RTi0btqLW,52489172,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/28646431/djotn_SAG02_3.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895394&Signature=1KB%2FEfvIz4qmkS8fdO%2FnaTIuqpM%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F52489172%2F1.jpeg?alt=media&token=d65ec8d6-20d1-455f-89e8-dd61d3672799,52489172,,Library link ok but library imageUrl still Ivy — use manifest
,products,FukbpFEklkA6D5bNWPpc,,,imageUrl,Ines Occasional Chair,Dovetail,FukbpFEklkA6D5bNWPpc,33494824,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/18502358/jtrvu_dov34026_front_three_quarter.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895389&Signature=prkzAGvSq78QdDdQbD5bn6MAA18%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33494824%2F1.jpeg?alt=media&token=05f7251b-b524-472d-95f8-d12e751ec360,33494824,,Library link ok but library imageUrl still Ivy — use manifest
,products,FwbDwjnX811SVgkik8TZ,,,imageUrl,Cushion - Rectangle,CCH Design Inc.,FwbDwjnX811SVgkik8TZ,33498503,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/13813615/Image.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895392&Signature=KC%2BkCCoG00BpbJjj0YIdXc26%2BUc%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33498503%2F1.jpeg?alt=media&token=9097c96e-899b-4b63-b9ce-b60ec7b266de,33498503,,Library link ok but library imageUrl still Ivy — use manifest
,products,FxlEcdWUI2XbPpCWalBG,,,imageUrl,Channeled Oversized Faux Fur Throw,Macy's,FxlEcdWUI2XbPpCWalBG,33490617,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/22966882/y3ibx_25262166_fpx.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895384&Signature=44cle4ZzyNLCiB9kngdLBz7DlW0%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33490617%2F1.jpeg?alt=media&token=e112d0ee-0f4f-44e9-9e75-9a9952ab787c,33490617,,Library link ok but library imageUrl still Ivy — use manifest
,products,FyCqOZyPbtHIHjbta6Uw,,,imageUrl,AMALFI CONSOLE TABLE,Brownstone,FyCqOZyPbtHIHjbta6Uw,33494992,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/14899280/Captureamalfi_console.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895389&Signature=bQqSHIIBvkoJyQp9bAJ6OvJuNh8%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33494992%2F1.jpeg?alt=media&token=92702e69-dd36-4a52-b48a-959d7e2c8dc7,33494992,,Library link ok but library imageUrl still Ivy — use manifest
,products,FyNyNgj43NItjoe4Qoj1,,,imageUrl,AK-03 Ivory / Camel,Loloi Rugs,FyNyNgj43NItjoe4Qoj1,33491994,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/20501106/AKINAK_03IVCA_526f2bbe_62a8_4941_8171_bde2afb9e97c_441x.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895386&Signature=ES%2BD9%2FIRRqFiWs5Omipm0LvJJDA%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33491994%2F1.jpeg?alt=media&token=f962eb4b-a0ab-4b39-b2ea-4e754284413d,33491994,,Library link ok but library imageUrl still Ivy — use manifest
,products,G08y1EIqYNri1uQGYfXa,,,imageUrl,Ethos Large LED Sconce,Hubbardton Forge,G08y1EIqYNri1uQGYfXa,54703898,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/31464620/p7xnd_207765_LED_82_II0397_1.png?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895395&Signature=YdrlM6xCv4oQZU4j46ITNUclZDE%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F54703898%2F1.png?alt=media&token=35df65a4-563b-46db-b907-43b6450b2265,54703898,,Library link ok but library imageUrl still Ivy — use manifest
,products,G0SC4QNbeHJMaPfadmOW,,,imageUrl,EVERETT ACACIA WITH BRASS INLAY QUEEN BED,Crate & Barrel,G0SC4QNbeHJMaPfadmOW,33494637,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/11533857/ox04l_everett_acacia_with_brass_inlay_queen_bed.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895389&Signature=WtNDqYwxe60kIw2fsocgGzGYrv8%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33494637%2F1.jpeg?alt=media&token=f1cb942b-ebfe-47e5-9015-6f812e00cdd2,33494637,,Library link ok but library imageUrl still Ivy — use manifest
,products,G1BjmugZYXl4gljn6g1Q,,,imageUrl,Gelato – Mango Madness,Keleen Leather,G1BjmugZYXl4gljn6g1Q,33496214,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/10686857/4o69o_mango_madness.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895390&Signature=NyQuzGtIqcGFwhQPczy8TELI%2B78%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33496214%2F1.jpeg?alt=media&token=8027634d-f399-4f0b-867c-81707f738800,33496214,,Library link ok but library imageUrl still Ivy — use manifest
,products,G1KZYIbHDRbAsyJORWwJ,,,imageUrl,S42 - Diana Wall Sconce,Laura Lee Designs,G1KZYIbHDRbAsyJORWwJ,33494369,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/267108/S42%2BDiana%2BWall%2BSconce.jpg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895389&Signature=jo2UVMteMwhjSuTQ15%2BdU1fxXkM%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33494369%2F1.jpg?alt=media&token=7b0e75b3-67c1-4454-81dc-56684f5b7d11,33494369,,Library link ok but library imageUrl still Ivy — use manifest
,products,G3kZEOl4rMR4sfxTwbgE,,,imageUrl,SHIBORI -Mineral,New Moon,G3kZEOl4rMR4sfxTwbgE,33498105,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/9709523/nc62r_Shibori_Mineral_22227_8.1x9.11_cropped_2.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895391&Signature=L%2F8QgQc7QAs%2Bp%2FITcfI95VJLq5w%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33498105%2F1.jpeg?alt=media&token=f2955ed4-e20a-4280-9d02-d82963146593,33498105,,Library link ok but library imageUrl still Ivy — use manifest
,products,G4k8g36Xeo88d6q7QN1o,,,imageUrl,"FIBRESTONE MALIBU TALL POTS, SET OF 2",Napa Home and Garden,G4k8g36Xeo88d6q7QN1o,33490536,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/23031215/malibu_pot.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895384&Signature=9QmCQbqFxRk7q0KV%2BZkUGnL4iV8%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33490536%2F1.jpeg?alt=media&token=4b4c034f-d5cb-4690-b0be-7d763f5a5254,33490536,,Library link ok but library imageUrl still Ivy — use manifest
,products,G50QnYH254XQC1tIePwT,,,imageUrl,Bria Duvet Cover - Queen,Bella Notte,G50QnYH254XQC1tIePwT,33496666,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/15410650/gvvxc_Bria_Cotton_Sateen_White_538797df_d436_4855_acf1_5289f3c3f02c_large.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895390&Signature=BNSfFoYUipWedw1VhY%2BQsnvpZvY%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33496666%2F1.jpeg?alt=media&token=5356bba3-964b-4dd1-8779-c8276f438b22,33496666,,Library link ok but library imageUrl still Ivy — use manifest
,products,G5iKRcbhw26Gg9J9HbHu,,,imageUrl,ROCHELLE SIDE CHAIR,Alfonso Marina,G5iKRcbhw26Gg9J9HbHu,33494926,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/236752/rochelle-side-chair.jpg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895389&Signature=%2Bd%2B6y5MnTyjplfe7B7fB0hbotDQ%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33494926%2F1.jpg?alt=media&token=df8cb7fa-14f2-448e-b9a1-84563dbba14a,33494926,,Library link ok but library imageUrl still Ivy — use manifest
,products,G65Ne52EnztM9AJxS7jK,,,imageUrl,REYES TEAK LOUNGE CHAIR,Restoration Hardware,G65Ne52EnztM9AJxS7jK,50998761,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/26924840/tqtbz_251482_E96979718_O_RS_NatTeak.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895393&Signature=3U4CMjU%2Fyqt2X99ObmdTMZodo18%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F50998761%2F1.jpeg?alt=media&token=d5c7960e-b48d-4f8d-8113-7a165ce6103c,50998761,,Library link ok but library imageUrl still Ivy — use manifest
,products,G6AXnHc5syDcgUPkFcWo,,,imageUrl,"21.25"" W PENDANT",Fine Art Lamps,G6AXnHc5syDcgUPkFcWo,51548668,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/27579983/0u5yh_2668.preview.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895394&Signature=ozFW9NbpxTfxq3RU4SvNjneLIe0%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F51548668%2F1.jpeg?alt=media&token=15b93699-8d41-4eec-b914-79cce66474a6,51548668,,Library link ok but library imageUrl still Ivy — use manifest
,products,G72KixJzNELXgeGVhHJe,,,imageUrl,Cal King - Trecento Fitted Sheet - white,Bella Notte,G72KixJzNELXgeGVhHJe,33496765,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/257138/preview_168024_903812.jpg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895390&Signature=O1ECVnIqAv75HV17wWv0ck4GW9k%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33496765%2F1.jpg?alt=media&token=4ef2ccf8-7ad7-4ae4-81c9-1fcc5a3b065b,33496765,,Library link ok but library imageUrl still Ivy — use manifest
